,0,1,2,3
41,ba,ba_construction,谢天天被评论研究了,0
42,ba,ba_construction,大学把图书卖了,1
43,ba,ba_construction,大学被图书卖了,0
44,ba,ba_construction,吴宇涛把图书馆调查了,1
45,ba,ba_construction,吴宇涛被图书馆调查了,0
46,ba,ba_construction,王秀英把版画找了,1
47,ba,ba_construction,王秀英被版画找了,0
48,ba,ba_construction,陈哲把周慧敏的评论研究了,1
49,ba,ba_construction,陈哲被周慧敏的评论研究了,0
50,ba,ba_construction,吕小莲把高中摆脱了,1
51,ba,ba_construction,吕小莲被高中摆脱了,0
52,ba,ba_construction,高晗的女儿把椅子扔了,1
53,ba,ba_construction,高晗的女儿被椅子扔了,0
54,ba,ba_construction,石文静把仙人掌卖了,1
55,ba,ba_construction,石文静被仙人掌卖了,0
56,ba,ba_construction,那些参议员把帽子穿了,1
57,ba,ba_construction,那些参议员被帽子穿了,0
58,ba,ba_construction,敞篷车把西班牙转移了,1
59,ba,ba_construction,敞篷车被西班牙转移了,0
60,ba,ba_construction,李语嫣把脚拿了,1
61,ba,ba_construction,李语嫣被脚拿了,0
62,ba,ba_construction,毛妍纯把丘陵描述了,1
63,ba,ba_construction,毛妍纯被丘陵描述了,0
64,ba,ba_construction,刘聪聪把戏剧研究了,1
65,ba,ba_construction,刘聪聪被戏剧研究了,0
66,ba,ba_construction,有些客人的美发师把论文记住了,1
67,ba,ba_construction,有些客人的美发师被论文记住了,0
68,ba,ba_construction,王梦把戏剧描述了,1
69,ba,ba_construction,王梦被戏剧描述了,0
70,ba,ba_construction,那个年轻人的法语老师把林棋的短文检查了,1
71,ba,ba_construction,那个年轻人的法语老师被林棋的短文检查了,0
72,ba,ba_construction,关彤彤把手套打扫了,1
73,ba,ba_construction,关彤彤被手套打扫了,0
74,ba,ba_construction,王萍把嘴举了,1
75,ba,ba_construction,王萍被嘴举了,0
76,ba,ba_construction,樊颖的勤杂工把公司转移了,1
77,ba,ba_construction,樊颖的勤杂工被公司转移了,0
78,ba,ba_construction,印象派的合作人把王皓的展出研究了,1
79,ba,ba_construction,印象派的合作人被王皓的展出研究了,0
80,ba,ba_construction,那个女孩的参议员把杨颖的展出研究了,1
81,ba,ba_construction,那个女孩的参议员被杨颖的展出研究了,0
82,ba,ba_construction,那个客人的主管把围巾找了,1
83,ba,ba_construction,那个客人的主管被围巾找了,0
84,ba,ba_construction,高屹森把小册子记住了,1
85,ba,ba_construction,高屹森被小册子记住了,0
86,ba,ba_construction,有个女演员的员工把袜子穿了,1
87,ba,ba_construction,有个女演员的员工被袜子穿了,0
88,ba,ba_construction,李莫言把画作清洗了,1
89,ba,ba_construction,李莫言被画作清洗了,0
90,ba,ba_construction,王超把眼睛找了,1
91,ba,ba_construction,王超被眼睛找了,0
92,ba,ba_construction,赵文达把购物中心打扫了,1
93,ba,ba_construction,赵文达被购物中心打扫了,0
94,ba,ba_construction,克林顿夫妇的姐妹把大衣洗了,1
95,ba,ba_construction,克林顿夫妇的姐妹被大衣洗了,0
96,ba,ba_construction,有些青少年把山摆脱了,1
97,ba,ba_construction,有些青少年被山摆脱了,0
98,ba,ba_construction,王可馨把概要检查了,1
99,ba,ba_construction,王可馨被概要检查了,0
100,ba,ba_construction,这个学生把椅子扔了,1
101,ba,ba_construction,这个学生被椅子扔了,0
102,ba,ba_construction,齐燕把梯子找了,1
103,ba,ba_construction,齐燕被梯子找了,0
104,ba,ba_construction,韩娟把故事检查了,1
105,ba,ba_construction,韩娟被故事检查了,0
106,ba,ba_construction,那个男子的父亲们把书带了,1
107,ba,ba_construction,那个男子的父亲们被书带了,0
108,ba,ba_construction,王刚把王可馨的小册子检查了,1
109,ba,ba_construction,王刚被王可馨的小册子检查了,0
110,ba,ba_construction,谭言的学生们把杨芳的报告研究了,1
111,ba,ba_construction,谭言的学生们被杨芳的报告研究了,0
112,ba,ba_construction,王淑珍母亲把组织机构转移了,1
113,ba,ba_construction,王淑珍母亲被组织机构转移了,0
114,ba,ba_construction,张静把李思彤的报告卖了,1
115,ba,ba_construction,张静被李思彤的报告卖了,0
116,ba,ba_construction,张敏秀把王靖瑶的故事忘记了,1
117,ba,ba_construction,张敏秀被王靖瑶的故事忘记了,0
118,ba,ba_construction,赵梦婷把医院调查了,1
119,ba,ba_construction,赵梦婷被医院调查了,0
120,ba,ba_construction,张晓峰把卡车扔了,1
121,ba,ba_construction,张晓峰被卡车扔了,0
122,ba,ba_construction,陈红把高中讨论了,1
123,ba,ba_construction,陈红被高中讨论了,0
124,ba,ba_construction,王伟把饭店摆脱了,1
125,ba,ba_construction,王伟被饭店摆脱了,0
126,ba,ba_construction,邹雪辰的祖父把窗口卖了,1
127,ba,ba_construction,邹雪辰的祖父被窗口卖了,0
128,ba,ba_construction,毛妍纯的老师把湖摆脱了,1
129,ba,ba_construction,毛妍纯的老师被湖摆脱了,0
130,ba,ba_construction,孟杰的孙子把公司调查了,1
131,ba,ba_construction,孟杰的孙子被公司调查了,0
132,ba,ba_construction,有些顾客把图书馆搞乱了,1
133,ba,ba_construction,有些顾客被图书馆搞乱了,0
134,ba,ba_construction,杨玲的侄女把图书馆带了,1
135,ba,ba_construction,杨玲的侄女被图书馆带了,0
136,ba,ba_construction,这些客人把大衣穿了,1
137,ba,ba_construction,这些客人被大衣穿了,0
138,ba,ba_construction,那个孩子们把版画清洗了,1
139,ba,ba_construction,那个孩子们被版画清洗了,0
140,ba,ba_construction,金砚秋把画画带了,1
141,ba,ba_construction,金砚秋被画画带了,0
142,ba,ba_construction,这些司机的法语老师把纪录片检查了,1
143,ba,ba_construction,这些司机的法语老师被纪录片检查了,0
144,ba,ba_construction,陈桂兰把独轮车卖了,1
145,ba,ba_construction,陈桂兰被独轮车卖了,0
146,ba,ba_construction,毛衣把委员会转移了,1
147,ba,ba_construction,毛衣被委员会转移了,0
148,ba,ba_construction,那个患者的伙伴把碟子卖了,1
149,ba,ba_construction,那个患者的伙伴被碟子卖了,0
150,ba,ba_construction,那个女演员把图书记住了,1
151,ba,ba_construction,那个女演员被图书记住了,0
152,ba,ba_construction,赵菁菁把文章忘记了,1
153,ba,ba_construction,赵菁菁被文章忘记了,0
154,ba,ba_construction,博基亚家族把杂货商店摆脱了,1
155,ba,ba_construction,博基亚家族被杂货商店摆脱了,0
156,ba,ba_construction,高志民把学校拿了,1
157,ba,ba_construction,高志民被学校拿了,0
158,ba,ba_construction,这个男子把鞋子穿了,1
159,ba,ba_construction,这个男子被鞋子穿了,0
160,ba,ba_construction,刘丽把张厚望的评论描述了,1
161,ba,ba_construction,刘丽被张厚望的评论描述了,0
162,ba,ba_construction,那些女孩的姐妹把图书馆打扫了,1
163,ba,ba_construction,那些女孩的姐妹被图书馆打扫了,0
164,ba,ba_construction,这个老师把盘子搞乱了,1
165,ba,ba_construction,这个老师被盘子搞乱了,0
166,ba,ba_construction,那些客人的朋友们把艺术画廊讨论了,1
167,ba,ba_construction,那些客人的朋友们被艺术画廊讨论了,0
168,ba,ba_construction,有个学生的皮肤科医生把江洋的电影检查了,1
169,ba,ba_construction,有个学生的皮肤科医生被江洋的电影检查了,0
170,ba,ba_construction,马萌的侄女把银行打扫了,1
171,ba,ba_construction,马萌的侄女被银行打扫了,0
172,ba,ba_construction,高宁把评论研究了,1
173,ba,ba_construction,高宁被评论研究了,0
174,ba,ba_construction,李莫言把报告研究了,1
175,ba,ba_construction,李莫言被报告研究了,0
176,ba,ba_construction,有个参议员把咖啡馆摆脱了,1
177,ba,ba_construction,有个参议员被咖啡馆摆脱了,0
178,ba,ba_construction,刘景睿把立法机关调查了,1
179,ba,ba_construction,刘景睿被立法机关调查了,0
180,ba,ba_construction,这个女演员把卡车打破了,1
181,ba,ba_construction,这个女演员被卡车打破了,0
182,ba,ba_construction,克林顿夫妇把故事检查了,1
183,ba,ba_construction,克林顿夫妇被故事检查了,0
184,ba,ba_construction,这些男演员的祖父把政府调查了,1
185,ba,ba_construction,这些男演员的祖父被政府调查了,0
186,ba,ba_construction,王玉梅把周通的小册子检查了,1
187,ba,ba_construction,王玉梅被周通的小册子检查了,0
188,ba,ba_construction,那个儿童的合作人把花瓶打破了,1
189,ba,ba_construction,那个儿童的合作人被花瓶打破了,0
190,ba,ba_construction,这些家伙的朋友把委员会调查了,1
191,ba,ba_construction,这些家伙的朋友被委员会调查了,0
192,ba,ba_construction,李小红的前女友把李思彤的短文忘记了,1
193,ba,ba_construction,李小红的前女友被李思彤的短文忘记了,0
194,ba,ba_construction,吴美琳的父亲把盘子搞乱了,1
195,ba,ba_construction,吴美琳的父亲被盘子搞乱了,0
196,ba,ba_construction,郭美美绘画把委员会转移了,1
197,ba,ba_construction,郭美美绘画被委员会转移了,0
198,ba,ba_construction,那些男子的学生把纪录片检查了,1
199,ba,ba_construction,那些男子的学生被纪录片检查了,0
200,ba,ba_construction,关彤彤表亲把立法机关调查了,1
201,ba,ba_construction,关彤彤表亲被立法机关调查了,0
202,ba,ba_construction,刘颖把张秀兰的电影讨论了,1
203,ba,ba_construction,刘颖被张秀兰的电影讨论了,0
204,ba,ba_construction,大家把购物中心打扫了,1
205,ba,ba_construction,大家被购物中心打扫了,0
206,ba,ba_construction,柴静的来宾把杯子打扫了,1
207,ba,ba_construction,柴静的来宾被杯子打扫了,0
208,ba,ba_construction,贾雨静把大学校园卖了,1
209,ba,ba_construction,贾雨静被大学校园卖了,0
210,ba,ba_construction,杜嘉怡把花瓶打破了,1
211,ba,ba_construction,杜嘉怡被花瓶打破了,0
212,ba,ba_construction,那个男人把草图举了,1
213,ba,ba_construction,那个男人被草图举了,0
214,ba,ba_construction,吴宇涛的客人把小册子描述了,1
215,ba,ba_construction,吴宇涛的客人被小册子描述了,0
216,ba,ba_construction,有个儿童的皮肤科医生把博物馆调查了,1
217,ba,ba_construction,有个儿童的皮肤科医生被博物馆调查了,0
218,ba,ba_construction,吴美琳的参议员把眼镜清洗了,1
219,ba,ba_construction,吴美琳的参议员被眼镜清洗了,0
220,ba,ba_construction,杨敏娟把独轮车打破了,1
221,ba,ba_construction,杨敏娟被独轮车打破了,0
222,ba,ba_construction,周一博把咖啡馆打扫了,1
223,ba,ba_construction,周一博被咖啡馆打扫了,0
224,ba,ba_construction,陈丽把苏金燕的评论记住了,1
225,ba,ba_construction,陈丽被苏金燕的评论记住了,0
226,ba,ba_construction,李桐把长椅打破了,1
227,ba,ba_construction,李桐被长椅打破了,0
228,ba,ba_construction,黄子婷把医院调查了,1
229,ba,ba_construction,黄子婷被医院调查了,0
230,ba,ba_construction,刘志强的儿子把电影扫描了,1
231,ba,ba_construction,刘志强的儿子被电影扫描了,0
232,ba,ba_construction,张敏秀把周一博的故事描述了,1
233,ba,ba_construction,张敏秀被周一博的故事描述了,0
234,ba,ba_construction,戏剧把立法机关转移了,1
235,ba,ba_construction,戏剧被立法机关转移了,0
236,ba,ba_construction,那些家伙把视窗打破了,1
237,ba,ba_construction,那些家伙被视窗打破了,0
238,ba,ba_construction,陈子涵把电影院打扫了,1
239,ba,ba_construction,陈子涵被电影院打扫了,0
240,ba,ba_construction,李莫言的女儿把屏幕清洗了,1
241,ba,ba_construction,李莫言的女儿被屏幕清洗了,0
242,ba,ba_construction,张雨馨的外甥把盘子打扫了,1
243,ba,ba_construction,张雨馨的外甥被盘子打扫了,0
244,ba,ba_construction,这个人把小山讨论了,1
245,ba,ba_construction,这个人被小山讨论了,0
246,ba,ba_construction,那些女演员把盘子打扫了,1
247,ba,ba_construction,那些女演员被盘子打扫了,0
248,ba,ba_construction,米雪儿的老板把意大利面带了,1
249,ba,ba_construction,米雪儿的老板被意大利面带了,0
250,ba,ba_construction,米雪儿把马车扔了,1
251,ba,ba_construction,米雪儿被马车扔了,0
252,ba,ba_construction,刘桂兰把短裙穿了,1
253,ba,ba_construction,刘桂兰被短裙穿了,0
254,ba,ba_construction,刘超把黄子婷的报告扫描了,1
255,ba,ba_construction,刘超被黄子婷的报告扫描了,0
256,ba,ba_construction,那些年轻人的皮肤科医生把仙人掌清洗了,1
257,ba,ba_construction,那些年轻人的皮肤科医生被仙人掌清洗了,0
258,ba,ba_construction,詹静芳把短裙搞乱了,1
259,ba,ba_construction,詹静芳被短裙搞乱了,0
260,ba,ba_construction,舒婷把牙齿打扫了,1
261,ba,ba_construction,舒婷被牙齿打扫了,0
262,ba,ba_construction,许凯把电影忘记了,1
263,ba,ba_construction,许凯被电影忘记了,0
264,ba,ba_construction,刘聪聪把短裙清洗了,1
265,ba,ba_construction,刘聪聪被短裙清洗了,0
266,ba,ba_construction,叶凯琳把张超的小册子卖了,1
267,ba,ba_construction,叶凯琳被张超的小册子卖了,0
268,ba,ba_construction,有些司机的男朋友把论文讨论了,1
269,ba,ba_construction,有些司机的男朋友被论文讨论了,0
270,ba,ba_construction,赵菁菁的主管把脚清洗了,1
271,ba,ba_construction,赵菁菁的主管被脚清洗了,0
272,ba,ba_construction,张晓峰把医院调查了,1
273,ba,ba_construction,张晓峰被医院调查了,0
274,ba,ba_construction,有个舞蹈家的杂工把报纸文章拿了,1
275,ba,ba_construction,有个舞蹈家的杂工被报纸文章拿了,0
276,ba,ba_construction,马冬梅把学校转移了,1
277,ba,ba_construction,马冬梅被学校转移了,0
278,ba,ba_construction,莫奈把电影院搞乱了,1
279,ba,ba_construction,莫奈被电影院搞乱了,0
280,ba,ba_construction,吴美琳把连衣裙穿了,1
281,ba,ba_construction,吴美琳被连衣裙穿了,0
282,ba,ba_construction,王筱雅把大衣洗了,1
283,ba,ba_construction,王筱雅被大衣洗了,0
284,ba,ba_construction,朱天一把饭店打扫了,1
285,ba,ba_construction,朱天一被饭店打扫了,0
286,ba,ba_construction,这些女演员的导师把什么穿了,1
287,ba,ba_construction,这些女演员的导师被什么穿了,0
288,ba,ba_construction,孙文把李春梅的短文检查了,1
289,ba,ba_construction,孙文被李春梅的短文检查了,0
290,ba,ba_construction,赵菁菁把图书馆打扫了,1
291,ba,ba_construction,赵菁菁被图书馆打扫了,0
292,ba,ba_construction,孔薇把马车清洗了,1
293,ba,ba_construction,孔薇被马车清洗了,0
294,ba,ba_construction,王婷婷的孙子把王芳的传单研究了,1
295,ba,ba_construction,王婷婷的孙子被王芳的传单研究了,0
296,ba,ba_construction,有个青少年把董怡的评论忘记了,1
297,ba,ba_construction,有个青少年被董怡的评论忘记了,0
298,ba,ba_construction,施月把许逸航的展出研究了,1
299,ba,ba_construction,施月被许逸航的展出研究了,0
300,ba,ba_construction,王刚把连衣裙卖了,1
301,ba,ba_construction,王刚被连衣裙卖了,0
302,ba,ba_construction,这个出纳员把仇一诺的短文描述了,1
303,ba,ba_construction,这个出纳员被仇一诺的短文描述了,0
304,ba,ba_construction,那个校友的侄女把故事讨论了,1
305,ba,ba_construction,那个校友的侄女被故事讨论了,0
306,ba,ba_construction,马良的儿子把辣椒清洗了,1
307,ba,ba_construction,马良的儿子被辣椒清洗了,0
308,ba,ba_construction,李哲把故事扫描了,1
309,ba,ba_construction,李哲被故事扫描了,0
310,ba,ba_construction,张红梅把杂货商店讨论了,1
311,ba,ba_construction,张红梅被杂货商店讨论了,0
312,ba,ba_construction,黄敏把绘画找了,1
313,ba,ba_construction,黄敏被绘画找了,0
314,ba,ba_construction,王淑萍把袜子清洗了,1
315,ba,ba_construction,王淑萍被袜子清洗了,0
316,ba,ba_construction,王超把杨桂英的展出描述了,1
317,ba,ba_construction,王超被杨桂英的展出描述了,0
318,ba,ba_construction,杜嘉怡的朋友把医院调查了,1
319,ba,ba_construction,杜嘉怡的朋友被医院调查了,0
320,ba,ba_construction,李语嫣把夹克穿了,1
321,ba,ba_construction,李语嫣被夹克穿了,0
322,ba,ba_construction,那些客人的杂工把米雪儿的传单检查了,1
323,ba,ba_construction,那些客人的杂工被米雪儿的传单检查了,0
324,ba,ba_construction,狗把组织机构转移了,1
325,ba,ba_construction,狗被组织机构转移了,0
326,ba,ba_construction,蔡文璐把光找了,1
327,ba,ba_construction,蔡文璐被光找了,0
328,ba,ba_construction,邹雪辰把卡车打破了,1
329,ba,ba_construction,邹雪辰被卡车打破了,0
330,ba,ba_construction,王润东的前夫把草图拿了,1
331,ba,ba_construction,王润东的前夫被草图拿了,0
332,ba,ba_construction,张沛然把报告记住了,1
333,ba,ba_construction,张沛然被报告记住了,0
334,ba,ba_construction,伽利略的钢琴老师把绿洲卖了,1
335,ba,ba_construction,伽利略的钢琴老师被绿洲卖了,0
336,ba,ba_construction,那个儿童把敞篷车清洗了,1
337,ba,ba_construction,那个儿童被敞篷车清洗了,0
338,ba,ba_construction,有个顾客的孙女把政府转移了,1
339,ba,ba_construction,有个顾客的孙女被政府转移了,0
340,ba,ba_construction,王秀英的父亲把杨铭的小册子扫描了,1
341,ba,ba_construction,王秀英的父亲被杨铭的小册子扫描了,0
342,ba,ba_construction,徐黄的兄弟把艺术画廊摆脱了,1
343,ba,ba_construction,徐黄的兄弟被艺术画廊摆脱了,0
344,ba,ba_construction,李思彤的参议员把论文研究了,1
345,ba,ba_construction,李思彤的参议员被论文研究了,0
346,ba,ba_construction,赵梦婷的前妻把独轮车打破了,1
347,ba,ba_construction,赵梦婷的前妻被独轮车打破了,0
348,ba,ba_construction,崔思雨把政府调查了,1
349,ba,ba_construction,崔思雨被政府调查了,0
350,ba,ba_construction,薛雯把电脑打破了,1
351,ba,ba_construction,薛雯被电脑打破了,0
352,ba,ba_construction,这些医生把连衣裙洗了,1
353,ba,ba_construction,这些医生被连衣裙洗了,0
354,ba,ba_construction,赵诗涵的钢琴老师把盘子找了,1
355,ba,ba_construction,赵诗涵的钢琴老师被盘子找了,0
356,ba,ba_construction,金鹏把什么打破了,1
357,ba,ba_construction,金鹏被什么打破了,0
358,ba,ba_construction,钱雨婷把连衣裙洗了,1
359,ba,ba_construction,钱雨婷被连衣裙洗了,0
360,ba,ba_construction,有些男演员把戏剧忘记了,1
361,ba,ba_construction,有些男演员被戏剧忘记了,0
362,ba,ba_construction,马娟把戏剧忘记了,1
363,ba,ba_construction,马娟被戏剧忘记了,0
364,ba,ba_construction,周敏娜把舒婷的短文检查了,1
365,ba,ba_construction,周敏娜被舒婷的短文检查了,0
366,ba,ba_construction,那个家伙把电脑扔了,1
367,ba,ba_construction,那个家伙被电脑扔了,0
368,ba,ba_construction,朱德玲的前夫把博物馆讨论了,1
369,ba,ba_construction,朱德玲的前夫被博物馆讨论了,0
370,ba,ba_construction,米雪儿把组织机构调查了,1
371,ba,ba_construction,米雪儿被组织机构调查了,0
372,ba,ba_construction,张沛然母亲把报纸文章研究了,1
373,ba,ba_construction,张沛然母亲被报纸文章研究了,0
374,ba,ba_construction,崔兆亮的表姐把小山摆脱了,1
375,ba,ba_construction,崔兆亮的表姐被小山摆脱了,0
376,ba,ba_construction,这些客人的最好的朋友把大衣举了,1
377,ba,ba_construction,这些客人的最好的朋友被大衣举了,0
378,ba,ba_construction,李小红把砂锅菜找了,1
379,ba,ba_construction,李小红被砂锅菜找了,0
380,ba,ba_construction,李倩倩的杂工把电影院摆脱了,1
381,ba,ba_construction,李倩倩的杂工被电影院摆脱了,0
382,ba,ba_construction,有个人的法语老师把鞋子找了,1
383,ba,ba_construction,有个人的法语老师被鞋子找了,0
384,ba,ba_construction,王敏把小山拿了,1
385,ba,ba_construction,王敏被小山拿了,0
386,ba,ba_construction,谁把报纸文章忘记了,1
387,ba,ba_construction,谁被报纸文章忘记了,0
388,ba,ba_construction,那个男服务员的牙医把大衣穿了,1
389,ba,ba_construction,那个男服务员的牙医被大衣穿了,0
390,ba,ba_construction,图书馆把冰川讨论了,1
391,ba,ba_construction,图书馆被冰川讨论了,0
392,ba,ba_construction,金鹏把蛇卖了,1
393,ba,ba_construction,金鹏被蛇卖了,0
394,ba,ba_construction,魏新宇把报告记住了,1
395,ba,ba_construction,魏新宇被报告记住了,0
396,ba,ba_construction,马萌把西班牙转移了,1
397,ba,ba_construction,马萌被西班牙转移了,0
398,ba,ba_construction,高宁把何汉的小册子扫描了,1
399,ba,ba_construction,高宁被何汉的小册子扫描了,0
400,ba,ba_construction,核把委员会转移了,1
401,ba,ba_construction,核被委员会转移了,0
402,ba,ba_construction,这个女演员把兔子带了,1
403,ba,ba_construction,这个女演员被兔子带了,0
404,ba,ba_construction,刘超的最好的朋友把公园找了,1
405,ba,ba_construction,刘超的最好的朋友被公园找了,0
406,ba,ba_construction,赵文达把鞋子卖了,1
407,ba,ba_construction,赵文达被鞋子卖了,0
408,ba,ba_construction,有些女服务员把镜子扔了,1
409,ba,ba_construction,有些女服务员被镜子扔了,0
410,ba,ba_construction,金砚秋把记录片忘记了,1
411,ba,ba_construction,金砚秋被记录片忘记了,0
412,ba,ba_construction,王靖瑶把卡车拿了,1
413,ba,ba_construction,王靖瑶被卡车拿了,0
414,ba,ba_construction,李淑华的孙子把牛肉带了,1
415,ba,ba_construction,李淑华的孙子被牛肉带了,0
416,ba,ba_construction,有个男人把李小红的短文忘记了,1
417,ba,ba_construction,有个男人被李小红的短文忘记了,0
418,ba,ba_construction,那些后代把杨铭的报告记住了,1
419,ba,ba_construction,那些后代被杨铭的报告记住了,0
420,ba,ba_construction,张丽华把连衣裙带了,1
421,ba,ba_construction,张丽华被连衣裙带了,0
422,ba,ba_construction,苏金燕把沙发搞乱了,1
423,ba,ba_construction,苏金燕被沙发搞乱了,0
424,ba,ba_construction,米雪儿把银行打扫了,1
425,ba,ba_construction,米雪儿被银行打扫了,0
426,ba,ba_construction,有个男演员把艺术画廊打扫了,1
427,ba,ba_construction,有个男演员被艺术画廊打扫了,0
428,ba,ba_construction,黄子婷的孙子把独轮车扔了,1
429,ba,ba_construction,黄子婷的孙子被独轮车扔了,0
430,ba,ba_construction,金鹏的祖母把银行转移了,1
431,ba,ba_construction,金鹏的祖母被银行转移了,0
432,ba,ba_construction,那些顾客把图书馆搞乱了,1
433,ba,ba_construction,那些顾客被图书馆搞乱了,0
434,ba,ba_construction,这个医生把大学校园记住了,1
435,ba,ba_construction,这个医生被大学校园记住了,0
436,ba,ba_construction,李语嫣把赵唱的评论忘记了,1
437,ba,ba_construction,李语嫣被赵唱的评论忘记了,0
438,ba,ba_construction,何冰冰把独轮车打破了,1
439,ba,ba_construction,何冰冰被独轮车打破了,0
440,ba,ba_construction,柴静把王泽爽的报告检查了,1
441,ba,ba_construction,柴静被王泽爽的报告检查了,0
442,ba,ba_construction,吕小莲把女士衬衫穿了,1
443,ba,ba_construction,吕小莲被女士衬衫穿了,0
444,ba,ba_construction,王梦把盘子扔了,1
445,ba,ba_construction,王梦被盘子扔了,0
446,ba,ba_construction,有些学生的主管把分析研究了,1
447,ba,ba_construction,有些学生的主管被分析研究了,0
448,ba,ba_construction,周佳把光卖了,1
449,ba,ba_construction,周佳被光卖了,0
450,ba,ba_construction,李天月把博物馆搞乱了,1
451,ba,ba_construction,李天月被博物馆搞乱了,0
452,ba,ba_construction,王子豪把公园搞乱了,1
453,ba,ba_construction,王子豪被公园搞乱了,0
454,ba,ba_construction,朱德玲把虞佳蓉的展出讨论了,1
455,ba,ba_construction,朱德玲被虞佳蓉的展出讨论了,0
456,ba,ba_construction,毛毅把围巾找了,1
457,ba,ba_construction,毛毅被围巾找了,0
458,ba,ba_construction,王子豪的承包商把冰川摆脱了,1
459,ba,ba_construction,王子豪的承包商被冰川摆脱了,0
460,ba,ba_construction,张兴的律师把咖啡馆讨论了,1
461,ba,ba_construction,张兴的律师被咖啡馆讨论了,0
462,ba,ba_construction,裤子把银行转移了,1
463,ba,ba_construction,裤子被银行转移了,0
464,ba,ba_construction,唐月把披肩穿了,1
465,ba,ba_construction,唐月被披肩穿了,0
466,ba,ba_construction,虞佳蓉把小册子讨论了,1
467,ba,ba_construction,虞佳蓉被小册子讨论了,0
468,ba,ba_construction,有个出纳员的学员把评论扫描了,1
469,ba,ba_construction,有个出纳员的学员被评论扫描了,0
470,ba,ba_construction,梁楠的朋友把立法机关转移了,1
471,ba,ba_construction,梁楠的朋友被立法机关转移了,0
472,ba,ba_construction,那个青少年的同事把戏剧检查了,1
473,ba,ba_construction,那个青少年的同事被戏剧检查了,0
474,ba,ba_construction,齐燕把评论研究了,1
475,ba,ba_construction,齐燕被评论研究了,0
476,ba,ba_construction,周佳的钢琴老师把图书馆讨论了,1
477,ba,ba_construction,周佳的钢琴老师被图书馆讨论了,0
478,ba,ba_construction,陈晶把医院搞乱了,1
479,ba,ba_construction,陈晶被医院搞乱了,0
480,ba,ba_construction,那个顾客把袜子洗了,1
481,ba,ba_construction,那个顾客被袜子洗了,0
482,ba,ba_construction,马娟把庞华的舞台剧扫描了,1
483,ba,ba_construction,马娟被庞华的舞台剧扫描了,0
484,ba,ba_construction,那些医生的勤杂工把镜子拿了,1
485,ba,ba_construction,那些医生的勤杂工被镜子拿了,0
486,ba,ba_construction,朱德玲把电影院搞乱了,1
487,ba,ba_construction,朱德玲被电影院搞乱了,0
488,ba,ba_construction,王金凤把老鼠卖了,1
489,ba,ba_construction,王金凤被老鼠卖了,0
490,ba,ba_construction,那个女人的前妻把碟子扔了,1
491,ba,ba_construction,那个女人的前妻被碟子扔了,0
492,ba,ba_construction,这些男子的女儿把砂锅菜找了,1
493,ba,ba_construction,这些男子的女儿被砂锅菜找了,0
494,ba,ba_construction,公司把论文忘记了,1
495,ba,ba_construction,公司被论文忘记了,0
496,ba,ba_construction,谭言把绘画卖了,1
497,ba,ba_construction,谭言被绘画卖了,0
498,ba,ba_construction,石文静的孙子把李丹丹的短文忘记了,1
499,ba,ba_construction,石文静的孙子被李丹丹的短文忘记了,0
500,ba,ba_construction,刁晨曦把李莫言的书记住了,1
